AreaID|ManagedAreaName|Year|Month|ParameterName|ShellType|SizeClass|HabitatType|N_Data|Min|Max|Median|Mean|StandardDeviation|Programs|ProgramIDs
22|Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|2018|9|ShellHeight_mm|Dead Oyster Shells|25-75mm|Natural|1095|25|74.86|34.77|38.6897534246575|12.1810161901052|Historical Oyster Body Size (HOBS) Study|5035
22|Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|2018|9|ShellHeight_mm|Dead Oyster Shells||Natural|767|9.21|24.99|21.4|20.7800391134289|3.10699058068125|Historical Oyster Body Size (HOBS) Study|5035
22|Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|2019|6|ShellHeight_mm|Dead Oyster Shells||Natural|102|9|97|41|41.4313725490196|19.2356464702167|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
22|Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|2019|6|ShellHeight_mm|Live Oyster Shells|>75mm|Natural|19|77|110|83|85.1578947368421|8.46077982940328|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
22|Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|2019|6|ShellHeight_mm|Live Oyster Shells|25-75mm|Natural|149|26|74|46|48.0436241610738|13.1714182892232|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
22|Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|2019|6|ShellHeight_mm|Live Oyster Shells||Natural|33|8|24|19|17.5757575757576|4.47234769884833|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
22|Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|2021|6|ShellHeight_mm|Dead Oyster Shells||Natural|153|0|89|43|43.7712418300654|15.1042416193293|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
22|Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|2021|6|ShellHeight_mm|Live Oyster Shells|25-75mm|Natural|178|25|74|43|43.3876404494382|11.2572017900178|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
22|Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|2021|6|ShellHeight_mm|Live Oyster Shells||Natural|35|0|24|19|19.1142857142857|4.28246375329895|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
22|Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|2022|6|ShellHeight_mm|Dead Oyster Shells||Natural|88|14|79|44.5|44.25|14.5169342255982|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
22|Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|2022|6|ShellHeight_mm|Live Oyster Shells|>75mm|Natural|5|75|113|81|85.6|15.6780100778128|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
22|Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|2022|6|ShellHeight_mm|Live Oyster Shells|25-75mm|Natural|108|25|74|44.5|45.4907407407407|11.5260739523303|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
22|Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|2022|6|ShellHeight_mm|Live Oyster Shells||Natural|29|12|24|20|19.0689655172414|3.46339051965348|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
23|Jensen Beach to Jupiter Inlet Aquatic Preserve|2016|8|ShellHeight_mm|Dead Oyster Shells||Natural|53|5|109|46|48.8301886792453|25.4948983200234|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
23|Jensen Beach to Jupiter Inlet Aquatic Preserve|2016|8|ShellHeight_mm|Live Oyster Shells|25-75mm|Natural|27|25|58|41|41.4074074074074|9.16204234562469|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
23|Jensen Beach to Jupiter Inlet Aquatic Preserve|2016|8|ShellHeight_mm|Live Oyster Shells||Natural|15|7|21|16|14.6|4.9106298694043|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
23|Jensen Beach to Jupiter Inlet Aquatic Preserve|2017|6|ShellHeight_mm|Dead Oyster Shells||Natural|46|11|80|27.55|33.3804347826087|18.1000505777712|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
23|Jensen Beach to Jupiter Inlet Aquatic Preserve|2017|6|ShellHeight_mm|Live Oyster Shells|25-75mm|Natural|38|25|59.5|34.65|37.0578947368421|10.8017674124128|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
23|Jensen Beach to Jupiter Inlet Aquatic Preserve|2017|6|ShellHeight_mm|Live Oyster Shells||Natural|37|9|24.9|18|17.6405405405405|4.91197287018948|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
23|Jensen Beach to Jupiter Inlet Aquatic Preserve|2018|6|ShellHeight_mm|Dead Oyster Shells||Natural|23|15|61|34|34|12.2251603447376|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
23|Jensen Beach to Jupiter Inlet Aquatic Preserve|2018|6|ShellHeight_mm|Live Oyster Shells|25-75mm|Natural|15|25|72|34|36.6666666666667|11.3745748219858|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
23|Jensen Beach to Jupiter Inlet Aquatic Preserve|2018|6|ShellHeight_mm|Live Oyster Shells||Natural|8|10|21|17|16|4.44007721940573|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
23|Jensen Beach to Jupiter Inlet Aquatic Preserve|2019|6|ShellHeight_mm|Dead Oyster Shells||Natural|23|8|86|32|38.4782608695652|20.7120289274733|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
23|Jensen Beach to Jupiter Inlet Aquatic Preserve|2019|6|ShellHeight_mm|Live Oyster Shells|25-75mm|Natural|21|28|58|38|39.6190476190476|8.12696862597728|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
23|Jensen Beach to Jupiter Inlet Aquatic Preserve|2019|6|ShellHeight_mm|Live Oyster Shells||Natural|3|11|24|22|19|7|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
25|Lemon Bay Aquatic Preserve|2018|10|ShellHeight_mm|Dead Oyster Shells|>75mm|Natural|38|75.03|108.23|79.43|82.0718421052632|7.39684478214544|Historical Oyster Body Size (HOBS) Study|5035
25|Lemon Bay Aquatic Preserve|2018|10|ShellHeight_mm|Dead Oyster Shells|25-75mm|Natural|2029|25|74.19|37.91|40.2585510103499|11.5518859885087|Historical Oyster Body Size (HOBS) Study|5035
25|Lemon Bay Aquatic Preserve|2018|10|ShellHeight_mm|Dead Oyster Shells||Natural|870|11.15|24.96|21.31|20.9765977011494|2.75257622381086|Historical Oyster Body Size (HOBS) Study|5035
25|Lemon Bay Aquatic Preserve|2018|10|ShellHeight_mm|Live Oyster Shells|25-75mm|Natural|152|25|60|32|34.4473684210526|8.37118162332247|Historical Oyster Body Size (HOBS) Study|5035
25|Lemon Bay Aquatic Preserve|2018|10|ShellHeight_mm|Live Oyster Shells||Natural|146|4|24|17|15.9315068493151|5.33001589471212|Historical Oyster Body Size (HOBS) Study|5035
27|Loxahatchee River-Lake Worth Creek Aquatic Preserve|2008|7|ShellHeight_mm|Dead Oyster Shells||Natural|416|5|130|55|56.0817307692308|23.82229497173|Loxahatchee River Oyster Mapping and Recruitment|4014
27|Loxahatchee River-Lake Worth Creek Aquatic Preserve|2008|7|ShellHeight_mm|Live Oyster Shells|>75mm|Natural|126|75|150|80|85.2380952380952|10.8232553856433|Loxahatchee River Oyster Mapping and Recruitment|4014
27|Loxahatchee River-Lake Worth Creek Aquatic Preserve|2008|7|ShellHeight_mm|Live Oyster Shells|25-75mm|Natural|528|25|70|50|47.6534090909091|13.8358205911341|Loxahatchee River Oyster Mapping and Recruitment|4014
27|Loxahatchee River-Lake Worth Creek Aquatic Preserve|2008|7|ShellHeight_mm|Live Oyster Shells||Natural|143|5|20|15|14.6363636363636|4.96827322078958|Loxahatchee River Oyster Mapping and Recruitment|4014
27|Loxahatchee River-Lake Worth Creek Aquatic Preserve|2008|8|ShellHeight_mm|Dead Oyster Shells||Natural|166|10|110|40|42.921686746988|22.4564200076923|Loxahatchee River Oyster Mapping and Recruitment|4014
27|Loxahatchee River-Lake Worth Creek Aquatic Preserve|2008|8|ShellHeight_mm|Live Oyster Shells|>75mm|Natural|23|80|100|80|83.4782608695652|6.47280721183483|Loxahatchee River Oyster Mapping and Recruitment|4014
27|Loxahatchee River-Lake Worth Creek Aquatic Preserve|2008|8|ShellHeight_mm|Live Oyster Shells|25-75mm|Natural|275|25|70|50|46.9818181818182|13.5550929221236|Loxahatchee River Oyster Mapping and Recruitment|4014
27|Loxahatchee River-Lake Worth Creek Aquatic Preserve|2008|8|ShellHeight_mm|Live Oyster Shells||Natural|104|5|20|20|15.2884615384615|5.11170952903096|Loxahatchee River Oyster Mapping and Recruitment|4014
27|Loxahatchee River-Lake Worth Creek Aquatic Preserve|2008|9|ShellHeight_mm|Dead Oyster Shells||Natural|108|10|90|30|33.9814814814815|19.6673178694306|Loxahatchee River Oyster Mapping and Recruitment|4014
27|Loxahatchee River-Lake Worth Creek Aquatic Preserve|2008|9|ShellHeight_mm|Live Oyster Shells|>75mm|Natural|6|80|90|80|81.6666666666667|4.08248290463863|Loxahatchee River Oyster Mapping and Recruitment|4014
27|Loxahatchee River-Lake Worth Creek Aquatic Preserve|2008|9|ShellHeight_mm|Live Oyster Shells|25-75mm|Natural|87|30|70|50|46.3218390804598|12.9502574751037|Loxahatchee River Oyster Mapping and Recruitment|4014
27|Loxahatchee River-Lake Worth Creek Aquatic Preserve|2008|9|ShellHeight_mm|Live Oyster Shells||Natural|44|10|20|15|15|5.05780538858873|Loxahatchee River Oyster Mapping and Recruitment|4014
27|Loxahatchee River-Lake Worth Creek Aquatic Preserve|2013|6|ShellHeight_mm|Dead Oyster Shells||Natural|130|8|89|39|41.1307692307692|16.2090932759995|Loxahatchee River Oyster Mapping and Recruitment|4014
27|Loxahatchee River-Lake Worth Creek Aquatic Preserve|2013|6|ShellHeight_mm|Live Oyster Shells|>75mm|Natural|7|75|100|80|81.8571428571429|8.51329492477445|Loxahatchee River Oyster Mapping and Recruitment|4014
27|Loxahatchee River-Lake Worth Creek Aquatic Preserve|2013|6|ShellHeight_mm|Live Oyster Shells|25-75mm|Natural|270|25|74|43|44.3703703703704|11.6646071233398|Loxahatchee River Oyster Mapping and Recruitment|4014
27|Loxahatchee River-Lake Worth Creek Aquatic Preserve|2013|6|ShellHeight_mm|Live Oyster Shells||Natural|54|5|24|15.5|14.8518518518519|6.18399457945834|Loxahatchee River Oyster Mapping and Recruitment|4014
27|Loxahatchee River-Lake Worth Creek Aquatic Preserve|2013|7|ShellHeight_mm|Dead Oyster Shells||Natural|967|4|125|45|46.5532574974147|18.8155206416798|Loxahatchee River Oyster Mapping and Recruitment|4014
27|Loxahatchee River-Lake Worth Creek Aquatic Preserve|2013|7|ShellHeight_mm|Live Oyster Shells|>75mm|Natural|96|75|118|80|82.5104166666667|7.25040077537158|Loxahatchee River Oyster Mapping and Recruitment|4014
27|Loxahatchee River-Lake Worth Creek Aquatic Preserve|2013|7|ShellHeight_mm|Live Oyster Shells|25-75mm|Natural|1766|25|74|45|45.9977349943375|12.3900716659216|Loxahatchee River Oyster Mapping and Recruitment|4014
27|Loxahatchee River-Lake Worth Creek Aquatic Preserve|2013|7|ShellHeight_mm|Live Oyster Shells||Natural|480|3|24|14|14.3708333333333|5.88866638454312|Loxahatchee River Oyster Mapping and Recruitment|4014
27|Loxahatchee River-Lake Worth Creek Aquatic Preserve|2013|8|ShellHeight_mm|Dead Oyster Shells||Natural|201|10|105|48|49.2238805970149|19.9322509232066|Loxahatchee River Oyster Mapping and Recruitment|4014
27|Loxahatchee River-Lake Worth Creek Aquatic Preserve|2013|8|ShellHeight_mm|Live Oyster Shells|>75mm|Natural|15|75|110|80|83.7333333333333|9.81592486485002|Loxahatchee River Oyster Mapping and Recruitment|4014
27|Loxahatchee River-Lake Worth Creek Aquatic Preserve|2013|8|ShellHeight_mm|Live Oyster Shells|25-75mm|Natural|431|25|74|45|45.6519721577726|12.6512979225376|Loxahatchee River Oyster Mapping and Recruitment|4014
27|Loxahatchee River-Lake Worth Creek Aquatic Preserve|2013|8|ShellHeight_mm|Live Oyster Shells||Natural|157|5|24|16|16.3630573248408|4.92006992112349|Loxahatchee River Oyster Mapping and Recruitment|4014
27|Loxahatchee River-Lake Worth Creek Aquatic Preserve|2013|9|ShellHeight_mm|Dead Oyster Shells||Natural|3|36|45|41|40.6666666666667|4.50924975282289|Loxahatchee River Oyster Mapping and Recruitment|4014
27|Loxahatchee River-Lake Worth Creek Aquatic Preserve|2013|9|ShellHeight_mm|Live Oyster Shells|25-75mm|Natural|17|26|72|46|48.1764705882353|14.266373462261|Loxahatchee River Oyster Mapping and Recruitment|4014
27|Loxahatchee River-Lake Worth Creek Aquatic Preserve|2013|9|ShellHeight_mm|Live Oyster Shells||Natural|4|21|24|22.5|22.5|1.29099444873581|Loxahatchee River Oyster Mapping and Recruitment|4014
29|Mosquito Lagoon Aquatic Preserve|2015|5|ShellHeight_mm|Live Oyster Shells|>75mm|Natural|58|75.5|136|84.15|86.0793103448276|10.6409628673397|Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment|5017
29|Mosquito Lagoon Aquatic Preserve|2015|5|ShellHeight_mm|Live Oyster Shells|25-75mm|Natural|165|25.4|74.2|52.2|50.6066666666667|13.0882191177714|Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment|5017
29|Mosquito Lagoon Aquatic Preserve|2015|5|ShellHeight_mm|Live Oyster Shells||Natural|32|3|24.3|14.3|14.753125|6.72875314984975|Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment|5017
29|Mosquito Lagoon Aquatic Preserve|2015|6|ShellHeight_mm|Live Oyster Shells|>75mm|Natural|285|75|125|84|86.440701754386|9.88704655833338|Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment|5017
29|Mosquito Lagoon Aquatic Preserve|2015|6|ShellHeight_mm|Live Oyster Shells|25-75mm|Natural|1219|25|74.9|47.8|48.2445447087777|14.387462363222|Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment|5017
29|Mosquito Lagoon Aquatic Preserve|2015|6|ShellHeight_mm|Live Oyster Shells||Natural|473|1|24.9|16|13.9059196617336|7.5381717067186|Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment|5017
29|Mosquito Lagoon Aquatic Preserve|2016|5|ShellHeight_mm|Live Oyster Shells|>75mm|Natural|20|75|120|84.5|86.65|10.74231671573|Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment|5017
29|Mosquito Lagoon Aquatic Preserve|2016|5|ShellHeight_mm|Live Oyster Shells|25-75mm|Natural|178|25|74|42|43.6404494382022|14.4529215790353|Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment|5017
29|Mosquito Lagoon Aquatic Preserve|2016|5|ShellHeight_mm|Live Oyster Shells||Natural|34|4|24|20|18.7647058823529|4.96080897318665|Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment|5017
29|Mosquito Lagoon Aquatic Preserve|2016|6|ShellHeight_mm|Live Oyster Shells|>75mm|Natural|257|75|120|84|86.6848249027237|10.0303194305754|Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment|5017
29|Mosquito Lagoon Aquatic Preserve|2016|6|ShellHeight_mm|Live Oyster Shells|25-75mm|Natural|1543|25|74|45|46.8904731043422|13.8344972387384|Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment|5017
29|Mosquito Lagoon Aquatic Preserve|2016|6|ShellHeight_mm|Live Oyster Shells||Natural|280|2|24|19|17.6464285714286|5.8493624406957|Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment|5017
30|Nassau River-St. Johns River Marshes Aquatic Preserve|2016|5|ShellHeight_mm|Live Oyster Shells|>75mm|Natural|22|75.8|149.3|109.9|105.872727272727|21.9509015286862|Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment|5017
30|Nassau River-St. Johns River Marshes Aquatic Preserve|2016|5|ShellHeight_mm|Live Oyster Shells|25-75mm|Natural|41|26.5|74.9|53.7|52.3243902439024|12.2312873502302|Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment|5017
30|Nassau River-St. Johns River Marshes Aquatic Preserve|2016|5|ShellHeight_mm|Live Oyster Shells||Natural|4|4.7|23|12.65|13.25|9.45674362558275|Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment|5017
30|Nassau River-St. Johns River Marshes Aquatic Preserve|2016|6|ShellHeight_mm|Live Oyster Shells|>75mm|Natural|104|75|164.3|83|87.1240384615385|13.6705657526858|Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment|5017
30|Nassau River-St. Johns River Marshes Aquatic Preserve|2016|6|ShellHeight_mm|Live Oyster Shells|25-75mm|Natural|717|25|74.9|46.1|47.0686192468619|13.2792032942479|Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment|5017
30|Nassau River-St. Johns River Marshes Aquatic Preserve|2016|6|ShellHeight_mm|Live Oyster Shells||Natural|101|5.1|24.9|21|19.5792079207921|4.576446587292|Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment|5017
30|Nassau River-St. Johns River Marshes Aquatic Preserve|2016|7|ShellHeight_mm|Live Oyster Shells|>75mm|Natural|18|76|115|80.5|86.4444444444444|12.2677109529913|Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment|5017
30|Nassau River-St. Johns River Marshes Aquatic Preserve|2016|7|ShellHeight_mm|Live Oyster Shells|25-75mm|Natural|342|25|74|40|42.0029239766082|11.9396695892458|Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment|5017
30|Nassau River-St. Johns River Marshes Aquatic Preserve|2016|7|ShellHeight_mm|Live Oyster Shells||Natural|101|5|24|17|16.4158415841584|5.03391959954204|Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment|5017
34|Pine Island Sound Aquatic Preserve|2016|2|ShellHeight_mm|Live Oyster Shells|>75mm|Natural|8|75.26|87.94|77.485|79.07125|4.21379854932408|SCCF Oyster Restoration Monitoring|4012
34|Pine Island Sound Aquatic Preserve|2016|2|ShellHeight_mm|Live Oyster Shells|25-75mm|Natural|198|25.68|74.93|50.885|49.9360101010101|12.2375325031803|SCCF Oyster Restoration Monitoring|4012
34|Pine Island Sound Aquatic Preserve|2016|2|ShellHeight_mm|Live Oyster Shells||Natural|16|1|24.69|14.33|13.758125|8.0192869331797|SCCF Oyster Restoration Monitoring|4012
34|Pine Island Sound Aquatic Preserve|2016|2|ShellHeight_mm|Live Oyster Shells||Restored|1325|0|22|6.81|7.21329056603774|2.75400960824489|SCCF Oyster Restoration Monitoring|4012
34|Pine Island Sound Aquatic Preserve|2017|2|ShellHeight_mm|Live Oyster Shells|>75mm|Natural|7|75.41|97.36|80.2|83.0714285714286|8.47303847225899|SCCF Oyster Restoration Monitoring|4012
34|Pine Island Sound Aquatic Preserve|2017|2|ShellHeight_mm|Live Oyster Shells|>75mm|Restored|7|75.39|86.86|78.37|79.1971428571429|4.00987827864186|SCCF Oyster Restoration Monitoring|4012
34|Pine Island Sound Aquatic Preserve|2017|2|ShellHeight_mm|Live Oyster Shells|25-75mm|Natural|222|25.23|73.17|40.215|41.9879279279279|10.8008077138148|SCCF Oyster Restoration Monitoring|4012
34|Pine Island Sound Aquatic Preserve|2017|2|ShellHeight_mm|Live Oyster Shells|25-75mm|Restored|172|25.1|73.18|32.18|36.7723255813954|12.2918867526576|SCCF Oyster Restoration Monitoring|4012
34|Pine Island Sound Aquatic Preserve|2017|2|ShellHeight_mm|Live Oyster Shells||Natural|117|0|24.91|16.36|15.6662393162393|6.75989666908576|SCCF Oyster Restoration Monitoring|4012
34|Pine Island Sound Aquatic Preserve|2017|2|ShellHeight_mm|Live Oyster Shells||Restored|250|4.88|24.97|19.05|18.75192|4.18963862413015|SCCF Oyster Restoration Monitoring|4012
34|Pine Island Sound Aquatic Preserve|2018|3|ShellHeight_mm|Live Oyster Shells|>75mm|Natural|24|75.85|106.36|82.42|84.03125|8.45437129665708|SCCF Oyster Restoration Monitoring|4012
34|Pine Island Sound Aquatic Preserve|2018|3|ShellHeight_mm|Live Oyster Shells|>75mm|Restored|6|79.46|104.1|92.015|91.8583333333333|12.809484637044|SCCF Oyster Restoration Monitoring|4012
34|Pine Island Sound Aquatic Preserve|2018|3|ShellHeight_mm|Live Oyster Shells|25-75mm|Natural|217|25.06|74.2|43.46|45.9973732718894|14.4175736713345|SCCF Oyster Restoration Monitoring|4012
34|Pine Island Sound Aquatic Preserve|2018|3|ShellHeight_mm|Live Oyster Shells|25-75mm|Restored|195|25.3|74.69|47.06|47.3584102564103|12.5760550595865|SCCF Oyster Restoration Monitoring|4012
34|Pine Island Sound Aquatic Preserve|2018|3|ShellHeight_mm|Live Oyster Shells||Natural|170|6.28|24.95|16.9|16.9764705882353|4.5762994289739|SCCF Oyster Restoration Monitoring|4012
34|Pine Island Sound Aquatic Preserve|2018|3|ShellHeight_mm|Live Oyster Shells||Restored|150|5.34|24.91|16.765|16.4554666666667|4.48675943008372|SCCF Oyster Restoration Monitoring|4012
34|Pine Island Sound Aquatic Preserve|2019|2|ShellHeight_mm|Live Oyster Shells|>75mm|Restored|11|77.02|102.48|86.74|88.91|7.67605106809485|SCCF Oyster Restoration Monitoring|4012
34|Pine Island Sound Aquatic Preserve|2019|2|ShellHeight_mm|Live Oyster Shells|25-75mm|Natural|112|25.02|67.26|34.99|37.0811607142857|9.47169436458443|SCCF Oyster Restoration Monitoring|4012
34|Pine Island Sound Aquatic Preserve|2019|2|ShellHeight_mm|Live Oyster Shells|25-75mm|Restored|19|26.26|71.57|62.54|55.9905263157895|13.2985732207482|SCCF Oyster Restoration Monitoring|4012
34|Pine Island Sound Aquatic Preserve|2019|2|ShellHeight_mm|Live Oyster Shells||Natural|43|6.56|24.79|20.01|19.0032558139535|4.67888454397608|SCCF Oyster Restoration Monitoring|4012
34|Pine Island Sound Aquatic Preserve|2019|2|ShellHeight_mm|Live Oyster Shells||Restored|13|13.9|24.93|19.69|19.7130769230769|3.17497345032307|SCCF Oyster Restoration Monitoring|4012
35|Pinellas County Aquatic Preserve|2017|12|ShellHeight_mm|Live Oyster Shells|>75mm|Natural|7|75|85|80|80.4285714285714|3.40867241298539|Oyster Integrated Mapping and Monitoring Program (OIMMP) Pilot Monitoring Data|4020
35|Pinellas County Aquatic Preserve|2017|12|ShellHeight_mm|Live Oyster Shells|25-75mm|Natural|347|25|74|40|41.0864553314121|11.6821347646364|Oyster Integrated Mapping and Monitoring Program (OIMMP) Pilot Monitoring Data|4020
35|Pinellas County Aquatic Preserve|2017|12|ShellHeight_mm|Live Oyster Shells||Natural|170|4|24|16|15.4235294117647|5.96017646096786|Oyster Integrated Mapping and Monitoring Program (OIMMP) Pilot Monitoring Data|4020
35|Pinellas County Aquatic Preserve|2018|12|ShellHeight_mm|Live Oyster Shells|>75mm|Natural|2|79|81|80|80|1.4142135623731|Oyster Integrated Mapping and Monitoring Program (OIMMP) Pilot Monitoring Data|4020
35|Pinellas County Aquatic Preserve|2018|12|ShellHeight_mm|Live Oyster Shells|25-75mm|Natural|644|25|70|38|39.0248447204969|10.389131963829|Oyster Integrated Mapping and Monitoring Program (OIMMP) Pilot Monitoring Data|4020
35|Pinellas County Aquatic Preserve|2018|12|ShellHeight_mm|Live Oyster Shells||Natural|418|2|24|16|15.299043062201|5.71371768864015|Oyster Integrated Mapping and Monitoring Program (OIMMP) Pilot Monitoring Data|4020
43|St. Martins Marsh Aquatic Preserve|2011|6|ShellHeight_mm|Dead Oyster Shells|>75mm|Natural|473|75.02|169.18|88.05|91.5719238900634|14.7066445513685|Prehistoric baseline reveals substantial decline of oyster reef condition in a Gulf of Mexico conservation priority area - archaeological oyster data|5072
43|St. Martins Marsh Aquatic Preserve|2011|6|ShellHeight_mm|Dead Oyster Shells|25-75mm|Natural|442|43.38|74.98|64.645|63.8323755656109|7.39561811884338|Prehistoric baseline reveals substantial decline of oyster reef condition in a Gulf of Mexico conservation priority area - archaeological oyster data|5072
43|St. Martins Marsh Aquatic Preserve|2011|6|ShellHeight_mm|Dead Oyster Shells||Natural|1|6.71|6.71|6.71|6.71||Prehistoric baseline reveals substantial decline of oyster reef condition in a Gulf of Mexico conservation priority area - archaeological oyster data|5072
43|St. Martins Marsh Aquatic Preserve|2012|5|ShellHeight_mm|Dead Oyster Shells||Natural|30|10.09|122.1|90.915|86.082|21.6011020472376|Prehistoric baseline reveals substantial decline of oyster reef condition in a Gulf of Mexico conservation priority area - archaeological oyster data|5072
43|St. Martins Marsh Aquatic Preserve|2012|6|ShellHeight_mm|Dead Oyster Shells|>75mm|Natural|98|75.26|154.08|83.625|88.7427551020408|13.9797941654546|Prehistoric baseline reveals substantial decline of oyster reef condition in a Gulf of Mexico conservation priority area - archaeological oyster data|5072
43|St. Martins Marsh Aquatic Preserve|2012|6|ShellHeight_mm|Dead Oyster Shells|25-75mm|Natural|126|32.7|74.83|63.125|61.4559523809524|10.1086762083724|Prehistoric baseline reveals substantial decline of oyster reef condition in a Gulf of Mexico conservation priority area - archaeological oyster data|5072
43|St. Martins Marsh Aquatic Preserve|2012|6|ShellHeight_mm|Dead Oyster Shells||Natural|19|24.16|84.4|58.8|58.3121052631579|13.9463577797803|Prehistoric baseline reveals substantial decline of oyster reef condition in a Gulf of Mexico conservation priority area - archaeological oyster data|5072
43|St. Martins Marsh Aquatic Preserve|2012|7|ShellHeight_mm|Dead Oyster Shells|>75mm|Natural|21|75.68|112.07|86.64|88.4442857142857|10.2903219441515|Prehistoric baseline reveals substantial decline of oyster reef condition in a Gulf of Mexico conservation priority area - archaeological oyster data|5072
43|St. Martins Marsh Aquatic Preserve|2012|7|ShellHeight_mm|Dead Oyster Shells|25-75mm|Natural|22|44.4|74.96|66.05|64.1086363636364|8.07204010057441|Prehistoric baseline reveals substantial decline of oyster reef condition in a Gulf of Mexico conservation priority area - archaeological oyster data|5072
43|St. Martins Marsh Aquatic Preserve|2013|5|ShellHeight_mm|Dead Oyster Shells|>75mm|Natural|17|75.5|103.1|91.24|88.7729411764706|8.82809914754153|Prehistoric baseline reveals substantial decline of oyster reef condition in a Gulf of Mexico conservation priority area - archaeological oyster data|5072
43|St. Martins Marsh Aquatic Preserve|2013|5|ShellHeight_mm|Dead Oyster Shells|25-75mm|Natural|3|72.07|73.78|72.25|72.7|0.939627585801952|Prehistoric baseline reveals substantial decline of oyster reef condition in a Gulf of Mexico conservation priority area - archaeological oyster data|5072
43|St. Martins Marsh Aquatic Preserve|2013|5|ShellHeight_mm|Dead Oyster Shells||Natural|51|38.13|130.88|77.7|80.7166666666667|17.4631752744645|Prehistoric baseline reveals substantial decline of oyster reef condition in a Gulf of Mexico conservation priority area - archaeological oyster data|5072
43|St. Martins Marsh Aquatic Preserve|2013|6|ShellHeight_mm|Dead Oyster Shells|>75mm|Natural|287|75.05|169|92.75|96.9414634146342|17.616917686134|Prehistoric baseline reveals substantial decline of oyster reef condition in a Gulf of Mexico conservation priority area - archaeological oyster data|5072
